method,test_case,participant,fluency,exposure,contrast,color,sharpness,noise,compression_artifacts,aesthetic
v4125,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,1,1,1,1
v1703,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,-1,-1,-1,-1,-1,-1,-1,-1
v3740,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,0,1,1,0,0,1,0
v0886,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,-1,1,0,-1,0,0,-1,-1
v4034,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,0,0,0,1,-1,-1,0
v4166,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,0,1,1,1
v4125,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,1,1,1,1
v3292,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,0,0,0,0,0,0,0
v3740,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,0,0,-1,-1,0,-1,0
v2181,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,-1,-1,1,-1,1,1,1
v1477,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,-1,0,0,0,1,0,0
v3555,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,-1,1,1,1
v3292,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,0,1,1,1
v1373,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,0,0,0,1,1,1,0
v2181,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,1,0,0,0
v0886,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,-1,-1,-1,-1,1,1,-1,-1
v0529,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,1,1,1,1,1,1,1
v0032,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,0,0,0,0
v4097,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,1,1,0,1
v3740,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,0,1,-1,0,0,1,0
v3555,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,1,1,1,1
v1477,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,0,0,0,0,0,-1,0
v3583,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,0,1,0,0,1,1
v0265,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,0,0,0,0,0,0,0,0
v4537,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,1,1,1,1,1,1,1,1
v3355,Maxwell,36626e5a-13d6-40ef-b3d5-3d9cc4dbdb4b,-1,1,0,0,-1,1,1,0
v0824,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,0,1,0,0,-1,-1,-1,0
v2828,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,0,1,0,0,-1,-1,-1,0
v2801,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,0,1,0,0,0,0,-1,0
v3175,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,0,1,0,0,-1,-1,-1,0
v3175,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,0,1,0,0,0,-1,-1,0
v2513,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,0,1,0,0,0,0,-1,0
v0328,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,0,0,0,-1,-1,-1,0
v3555,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,1,1,1,1,1,1,1
v3555,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,1,1,1,1,1,1,1
v3583,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,1,0,1,-1,1
v1984,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,1,1,1,1,1,1,1
v4125,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,1,1,0,1,1,1
v2828,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,-1,0,1,0
v3175,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,-1,0,1,0
v2419,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,1,0,-1,-1,1,0,0
v4125,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,1,0,1,1,1
v0314,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,-1,1,1,0
v1373,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,-1,1,1,0
v3065,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,-1,1,1,0
v2328,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,-1,1,1,0
v0886,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,0,0,0,0,0,1,0
v4235,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,0,0,1,1,0
v0162,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,-1,-1,0,-1,0,0,-1
v3292,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,1,1,-1,1,1,0
v4097,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,1,1,1,1,1,1
v4166,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,1,1,1,-1,1,1,0
v3292,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,0,1,-1,1,1,0
v0009,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,-1,-1,0,-1,-1,0,-1
v1703,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,-1,1,1,1,0,1,-1,1
v4235,Maxwell,badc275d-8c39-4e6d-9416-b53dc225505f,1,1,1,1,0,0,0,1
v4097,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v3175,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,0,-1,-1,1
v3175,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,0,-1,-1,1
v4235,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v2063,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,0,0,-1,0
v1703,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,-1,1,1,1,0,0,0,0
v4166,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v4097,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v2519,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,0,0,-1,0
v3065,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,0,1,1,1,1
v1447,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,0,1,1,1,1,-1,-1,1
v1477,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,-1,1,1,1,1,1,1,0
v0009,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,-1,-1,0,0,1,1,0
v1190,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,0,0,-1,1,1,1,-1
v4097,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v3175,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,-1,-1,-1,0
v3292,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,0,1,-1,0,-1,1
v4125,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v1477,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,-1,1,1,1,0,1,1,0
v4235,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,0
v3583,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,0
v2889,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,0,1,1,0
v3583,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v2419,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,0,0,1
v4034,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,0,1,1,1
v4125,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,1,1,1,1,1,1,1,1
v1373,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,0,0,1,0,0,0,-1,0
v1703,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,-1,0,0,1,1,1,1,0
v1397,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,-1,1,1,1,1,1,1,1
v2519,Maxwell,af7f19e9-f83a-45ae-8df8-fb20d08eddf9,0,1,1,0,1,1,1,1
v4048,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v1859,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,-1,-1,-1,0
v4034,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v1447,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,-1,-1,-1,0
v0886,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,-1,0,0,-1,0,0,0
v3740,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,1,0,0,0,0,0
v4048,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v0009,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,-1,-1,-1,-1,-1,-1,-1
v3292,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,-1,-1,0,0
v0878,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,0,1,0,-1,0,0,0
v1025,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,-1,-1,0,0
v3175,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,-1,-1,0,0
v2083,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,0,0,0,0,-1,-1,0
v2519,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v3355,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,1,0,0,0,-1,0,0,0
v2513,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,-1,0,0,0
v0328,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,0,0,0,-1,-1,-1,0
v0878,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v3065,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v0265,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,0,0,0,-1,-1,0,0
v4034,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,-1,0,0
v0886,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,-1,-1,-1,0,0,0,0
v4034,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,-1,0,0
v0162,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,-1,-1,-1,-1,-1,-1,-1
v2519,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,-1,0
v0878,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,1,0,0,0,0,0
v2519,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v1394,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,-1,0,0,0,0,0,-1,0
v4048,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,-1,0,0,0,0
v4235,Maxwell,912ff3ea-9faf-4081-b27b-1ba77372b348,0,0,0,0,0,0,0,0
v0328,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,0,-1,-1,0,-1,0,0
v2519,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,1,0,0,1,1
v3555,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,0,0,1,0,0,0
v2063,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,0,-1,-1,0,0,0,0
v4537,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,1,1,1,1,1
v1394,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,-1,0,-1,0,-1,0,-1,0
v0162,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,-1,-1,0,0,0,0
v3065,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,0,0,1,0,0,0
v3740,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,0,0,0,0
v4125,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,0,0,0,0,0
v4048,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,1,0,0,0,0
v0162,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,0,0,0,0
v0265,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,0,0,1,0,0,0
v0878,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,0,1,0,1,0,0
v2419,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,0,0,1,0
v2889,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,1,0,1,0,0
v0878,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,1,0,0,0,0
v2419,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,0,-1,-1,0,-1,0,0
v1447,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,1,0,0,0
v2083,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,1,0,0,0
v2801,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,1,1,1,0
v3355,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,1,0,1,1,1
v0009,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,-1,-1,-1,0,0,0,0
v2635,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,1,1,1,0,0,-1,0
v2525,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,1,1,1,0,0,-1,0
v0162,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,-1,-1,-1,0,-1,0,-1
v2083,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,0,0,-1,-1,0,-1
v0530,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,1,0,1,0,-1,0,1,0
v4034,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,0,0,0,0,0,0,0
v3555,Maxwell,e17e2dcf-3979-4b09-8713-28d55d90138b,0,0,0,0,0,0,0,0
v2889,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,1,0,1,-1,0,1,0
v1859,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,1,1,1,1,1,1,0
v3740,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,1,1,1,1,1,1,1
v1394,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,0,0,0,0,-1,1,0
v2349,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,1,1,1,1,1,1,1
v2525,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,0,1,1,-1,-1,1,0
v2889,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,0,0,1,0,-1,1,0
v1859,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,1,1,1,1,1,1,1
v3292,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,1,0,-1,0,-1,1,0
v0824,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,0,0,0,0,-1,1,0
v2889,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,0,-1,0,-1,0,1,0
v1859,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,1,1,1,1,1,1,1
v4048,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,-1,0,1,1,0,1,1
v2519,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,0,1,1,1,1,1,1
v1397,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,1,0,1,1,0,1,0
v0009,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,-1,1,-1,0,1,1,-1
v0824,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,1,1,1,1,-1,1,1
v3292,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,0,0,0,0,-1,1,0
v0529,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,0,0,1,1,1,1,1
v2513,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,-1,-1,-1,-1,0,1,-1
v0094,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,-1,-1,-1,-1,-1,0,-1
v4048,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,1,1,1,1,1,1,1
v0886,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,-1,-1,-1,-1,-1,1,-1
v2828,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,1,1,1,-1,-1,1,1
v2349,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,1,1,1,1,1,1,1
v2328,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,0,-1,0,-1,0,1,-1
v4034,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,1,1,1,1,1,1,1,1
v2083,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,0,0,0,-1,1,1,0
v0529,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,-1,1,1,1,0,1,1,1
v2513,Maxwell,b3971b04-db2d-4833-8e3c-75359f5b3cb8,0,0,-1,0,-1,-1,1,-1
v2828,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,1,1,1,-1,-1,-1,0
v2349,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,0,0,1,0,-1,0
v3065,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v2525,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,-1,-1,-1,-1,1,0,0
v1373,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v1984,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,-1,1,1,-1,-1,0,1
v0529,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,1,1,-1,-1,-1,0
v2828,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,1,1,1,-1,-1,-1,1
v2181,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,0,0,0,-1,-1,-1,0
v1394,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v1703,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v4235,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,0,-1,-1,0,0,-1,0
v1703,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v4034,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,1,1,1,-1,0,0,1
v1025,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v3740,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,0,-1,-1,-1,0,-1,-1
v1859,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,0,-1,-1,0,-1,-1,0
v0009,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v2635,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,0
v1373,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,0,-1,-1,-1,-1,-1,0
v1447,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,0,-1,-1,-1,0
v2063,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,-1,-1,-1,-1,-1,-1,-1
v1190,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,-1,-1,0,1,1,1,-1
v4235,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,1,-1,-1,-1,0,1,1,0
v2063,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,-1,-1,-1,-1,-1,-1,-1
v3175,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v2181,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,0,-1,-1,-1,-1,-1,0
v0162,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,-1,-1,-1,-1,-1,-1,-1,-1
v0886,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,0,-1,-1,-1,0,0,-1
v2328,Maxwell,f947e080-fb56-44fe-b740-b6da9bcab592,0,0,-1,-1,-1,0,0,0
v4537,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,1,1,1,1,1,1
v0032,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,-1,0,-1,-1,0,-1,0
v2419,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,0,-1,0
v4537,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,1,1,1,1,1,1
v4537,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,1,1,1,0,1,1
v2063,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,-1,-1,-1
v2419,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,0,-1,0
v0314,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,-1,1,0,0,-1,-1,-1,0
v2519,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,0,0,0,0,0,1
v3355,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,0,0,0,0,0,0
v0824,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,-1,1,0,0,-1,0,-1,-1
v0886,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,-1,-1,0,-1,-1
v2828,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,0,0,1
v2083,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,-1,1,0,0,-1,0,0,1
v4166,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,0,0,-1,1,1,0
v3175,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,0,1,0
v2083,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,-1,1,0,1,-1,0,0,1
v0032,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,-1,-1,-1,-1,0,0,1
v1025,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,0,0,-1,0,1,0
v3292,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,1,1,-1,0,1,0
v4097,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,0,-1,1,1,1,0
v2328,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,1,0,-1,0,1,0
v2083,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,-1,0,1
v1394,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,-1,1,0,0,-1,-1,0,1
v3292,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,1,1,-1,0,1,0
v1025,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,1,0,0,-1,0,1,-1
v0162,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,-1,-1,-1,-1,-1,-1,0,-1
v0265,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,0,0,0,0,-1,0,0,0
v2525,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,0,-1,0,-1,0,1,1
v2519,Maxwell,01a3b14c-3923-4b2c-baf6-0b671043ec61,1,1,0,1,0,0,1,1
v0328,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,-1,-1,-1,-1,-1,0,1,1
v0824,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,0,0,0,-1,0,1
v0886,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,1,0,-1,0,0,1,0,-1
v2635,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,1,-1,1,-1,0,1
v2419,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,0,0,0,-1,0,1
v3292,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,0,1,0,-1,0,0
v4034,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,0,-1,-1,-1,0,1
v2801,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,-1,-1,0,1,0,0
v3175,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,-1,-1,-1,1,0,0,0
v4034,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,0,1,0,-1,0,1
v4125,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,-1,-1,0,0,1,0,0,-1
v4235,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,-1,-1,-1,1,0,1,0,1
v1984,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,-1,-1,-1,0,-1,-1,0,0
v4048,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,1,-1,-1,-1,0,0,0,1
v3555,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,1,0,0,1,1,1,1,1
v0265,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,0,0,-1,-1,-1,-1,-1,0
v4048,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,1,1,1,1,1,1,0,0
v1190,Maxwell,e7003b82-7f53-47ce-b372-430970be62d0,-1,0,-1,0,-1,0,-1,-1
